delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,polygon.started,polygon.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,sound_1.started,sound_1.stopped,text.started,text.stopped,textbox.text,textbox.started,textbox.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.4,1000,exp,4,3,51,4,235.56022210000083,236.55911729997024,236.54265760001726,None,space,0.761063399957493,236.54265760001726,None,237.7082113299519,None,238.01667480007745,None,400,238.01667480007745,None,238.01667480007745,None,52,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708, 1.5376269000116736, 1.647773299831897, 2.070005400106311, 1.5199335999786854, 1.3893081001006067, 1.36443360010162, 2.51539249997586, 1.7698188999202102, 1.2684984998777509, 1.5461868999991566, 1.5403406999539584, 1.714323200052604, 1.4628198998980224, 1.4913926001172513, 2.347047300077975, 1.5461403999943286, 1.6247972999699414, 1.1842421998735517, 2.7032431999687105, 2.2402800999116153, 1.4461171999573708, 1.2961797001771629, 1.3979313001036644, 1.834891599835828]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949, 1.5376337999477983, 1.6477794998791069, 2.070011999923736, 1.519944699946791, 1.3893156000413, 1.364441400161013, 2.5154001000337303, 1.7698297000024468, 1.2685237999539822, 1.5461949000600725, 1.5403489000163972, 1.7143324001226574, 1.4628278000745922, 1.4913991000503302, 2.347053600009531, 1.546148099936545, 1.624806100036949, 1.184249100042507, 2.703251900151372, 2.24029009998776, 1.4461255001369864, 1.296187800122425, 1.3979350000154227, 1.8348999000154436]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.1,1000,exp,4,4,52,6,239.85621250001714,240.85522289993241,240.8386804999318,None,space,0.25520410016179085,240.8386804999318,None,241.20472072991544,None,241.51933129993267,None,100,241.51933129993267,None,241.51933129993267,None,53,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708, 1.5376269000116736, 1.647773299831897, 2.070005400106311, 1.5199335999786854, 1.3893081001006067, 1.36443360010162, 2.51539249997586, 1.7698188999202102, 1.2684984998777509, 1.5461868999991566, 1.5403406999539584, 1.714323200052604, 1.4628198998980224, 1.4913926001172513, 2.347047300077975, 1.5461403999943286, 1.6247972999699414, 1.1842421998735517, 2.7032431999687105, 2.2402800999116153, 1.4461171999573708, 1.2961797001771629, 1.3979313001036644, 1.834891599835828, 2.4959462000988424]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949, 1.5376337999477983, 1.6477794998791069, 2.070011999923736, 1.519944699946791, 1.3893156000413, 1.364441400161013, 2.5154001000337303, 1.7698297000024468, 1.2685237999539822, 1.5461949000600725, 1.5403489000163972, 1.7143324001226574, 1.4628278000745922, 1.4913991000503302, 2.347053600009531, 1.546148099936545, 1.624806100036949, 1.184249100042507, 2.703251900151372, 2.24029009998776, 1.4461255001369864, 1.296187800122425, 1.3979350000154227, 1.8348999000154436, 2.4959544001612812]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.7,1000,exp,4,5,53,8,244.01902769994922,245.01799140009098,245.00144220003858,None,space,0.5350370998494327,245.00144220003858,None,246.25025052991697,None,246.5916410998907,None,700,246.5916410998907,None,246.5916410998907,None,54,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708, 1.5376269000116736, 1.647773299831897, 2.070005400106311, 1.5199335999786854, 1.3893081001006067, 1.36443360010162, 2.51539249997586, 1.7698188999202102, 1.2684984998777509, 1.5461868999991566, 1.5403406999539584, 1.714323200052604, 1.4628198998980224, 1.4913926001172513, 2.347047300077975, 1.5461403999943286, 1.6247972999699414, 1.1842421998735517, 2.7032431999687105, 2.2402800999116153, 1.4461171999573708, 1.2961797001771629, 1.3979313001036644, 1.834891599835828, 2.4959462000988424, 1.7178515000268817]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949, 1.5376337999477983, 1.6477794998791069, 2.070011999923736, 1.519944699946791, 1.3893156000413, 1.364441400161013, 2.5154001000337303, 1.7698297000024468, 1.2685237999539822, 1.5461949000600725, 1.5403489000163972, 1.7143324001226574, 1.4628278000745922, 1.4913991000503302, 2.347053600009531, 1.546148099936545, 1.624806100036949, 1.184249100042507, 2.703251900151372, 2.24029009998776, 1.4461255001369864, 1.296187800122425, 1.3979350000154227, 1.8348999000154436, 2.4959544001612812, 1.7178598998580128]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.1,1000,exp,4,6,54,3,248.31496859993786,249.3307058000937,249.29726890008897,None,space,0.6245317000430077,249.29726890008897,None,250.03001343011857,None,250.38333450001664,None,400,250.38333450001664,None,250.38333450001664,None,55,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708, 1.5376269000116736, 1.647773299831897, 2.070005400106311, 1.5199335999786854, 1.3893081001006067, 1.36443360010162, 2.51539249997586, 1.7698188999202102, 1.2684984998777509, 1.5461868999991566, 1.5403406999539584, 1.714323200052604, 1.4628198998980224, 1.4913926001172513, 2.347047300077975, 1.5461403999943286, 1.6247972999699414, 1.1842421998735517, 2.7032431999687105, 2.2402800999116153, 1.4461171999573708, 1.2961797001771629, 1.3979313001036644, 1.834891599835828, 2.4959462000988424, 1.7178515000268817, 3.3563273998443037]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949, 1.5376337999477983, 1.6477794998791069, 2.070011999923736, 1.519944699946791, 1.3893156000413, 1.364441400161013, 2.5154001000337303, 1.7698297000024468, 1.2685237999539822, 1.5461949000600725, 1.5403489000163972, 1.7143324001226574, 1.4628278000745922, 1.4913991000503302, 2.347053600009531, 1.546148099936545, 1.624806100036949, 1.184249100042507, 2.703251900151372, 2.24029009998776, 1.4461255001369864, 1.296187800122425, 1.3979350000154227, 1.8348999000154436, 2.4959544001612812, 1.7178598998580128, 3.3563355000223964]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.4,400,unexp,4,7,55,1,253.7431439999491,254.74236360006034,254.7256118999794,None,space,0.5293656999710947,254.7256118999794,None,255.6578389300965,None,255.95959270000458,None,700,255.95959270000458,None,255.95959270000458,None,56,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708, 1.5376269000116736, 1.647773299831897, 2.070005400106311, 1.5199335999786854, 1.3893081001006067, 1.36443360010162, 2.51539249997586, 1.7698188999202102, 1.2684984998777509, 1.5461868999991566, 1.5403406999539584, 1.714323200052604, 1.4628198998980224, 1.4913926001172513, 2.347047300077975, 1.5461403999943286, 1.6247972999699414, 1.1842421998735517, 2.7032431999687105, 2.2402800999116153, 1.4461171999573708, 1.2961797001771629, 1.3979313001036644, 1.834891599835828, 2.4959462000988424, 1.7178515000268817, 3.3563273998443037, 2.3093347002286464]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949, 1.5376337999477983, 1.6477794998791069, 2.070011999923736, 1.519944699946791, 1.3893156000413, 1.364441400161013, 2.5154001000337303, 1.7698297000024468, 1.2685237999539822, 1.5461949000600725, 1.5403489000163972, 1.7143324001226574, 1.4628278000745922, 1.4913991000503302, 2.347053600009531, 1.546148099936545, 1.624806100036949, 1.184249100042507, 2.703251900151372, 2.24029009998776, 1.4461255001369864, 1.296187800122425, 1.3979350000154227, 1.8348999000154436, 2.4959544001612812, 1.7178598998580128, 3.3563355000223964, 2.3093415000475943]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.1,400,unexp,4,8,56,0,258.27221490000375,259.27141420007683,259.25482570007443,None,space,0.2987306001596153,259.25482570007443,None,259.6541432300117,None,259.9677514000796,None,400,259.9677514000796,None,259.9677514000796,None,57,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708, 1.5376269000116736, 1.647773299831897, 2.070005400106311, 1.5199335999786854, 1.3893081001006067, 1.36443360010162, 2.51539249997586, 1.7698188999202102, 1.2684984998777509, 1.5461868999991566, 1.5403406999539584, 1.714323200052604, 1.4628198998980224, 1.4913926001172513, 2.347047300077975, 1.5461403999943286, 1.6247972999699414, 1.1842421998735517, 2.7032431999687105, 2.2402800999116153, 1.4461171999573708, 1.2961797001771629, 1.3979313001036644, 1.834891599835828, 2.4959462000988424, 1.7178515000268817, 3.3563273998443037, 2.3093347002286464, 3.628484500106424]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949, 1.5376337999477983, 1.6477794998791069, 2.070011999923736, 1.519944699946791, 1.3893156000413, 1.364441400161013, 2.5154001000337303, 1.7698297000024468, 1.2685237999539822, 1.5461949000600725, 1.5403489000163972, 1.7143324001226574, 1.4628278000745922, 1.4913991000503302, 2.347053600009531, 1.546148099936545, 1.624806100036949, 1.184249100042507, 2.703251900151372, 2.24029009998776, 1.4461255001369864, 1.296187800122425, 1.3979350000154227, 1.8348999000154436, 2.4959544001612812, 1.7178598998580128, 3.3563355000223964, 2.3093415000475943, 3.6284900000318885]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.7,400,unexp,4,9,57,2,263.6005824999884,264.59958519996144,264.58317320002243,None,space,0.3477702001109719,264.58317320002243,None,265.631864630105,None,265.917765900027,None,700,265.917765900027,None,265.917765900027,None,58,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708, 1.5376269000116736, 1.647773299831897, 2.070005400106311, 1.5199335999786854, 1.3893081001006067, 1.36443360010162, 2.51539249997586, 1.7698188999202102, 1.2684984998777509, 1.5461868999991566, 1.5403406999539584, 1.714323200052604, 1.4628198998980224, 1.4913926001172513, 2.347047300077975, 1.5461403999943286, 1.6247972999699414, 1.1842421998735517, 2.7032431999687105, 2.2402800999116153, 1.4461171999573708, 1.2961797001771629, 1.3979313001036644, 1.834891599835828, 2.4959462000988424, 1.7178515000268817, 3.3563273998443037, 2.3093347002286464, 3.628484500106424, 1.9577023999299854]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949, 1.5376337999477983, 1.6477794998791069, 2.070011999923736, 1.519944699946791, 1.3893156000413, 1.364441400161013, 2.5154001000337303, 1.7698297000024468, 1.2685237999539822, 1.5461949000600725, 1.5403489000163972, 1.7143324001226574, 1.4628278000745922, 1.4913991000503302, 2.347053600009531, 1.546148099936545, 1.624806100036949, 1.184249100042507, 2.703251900151372, 2.24029009998776, 1.4461255001369864, 1.296187800122425, 1.3979350000154227, 1.8348999000154436, 2.4959544001612812, 1.7178598998580128, 3.3563355000223964, 2.3093415000475943, 3.6284900000318885, 1.957711199996993]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.4,1000,exp,4,10,58,10,267.87997310003266,268.8790774999652,268.8624946998898,None,space,0.3463423000648618,268.8624946998898,None,269.61182162999177,None,269.9261402999982,None,100,269.9261402999982,None,269.9261402999982,None,59,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708, 1.5376269000116736, 1.647773299831897, 2.070005400106311, 1.5199335999786854, 1.3893081001006067, 1.36443360010162, 2.51539249997586, 1.7698188999202102, 1.2684984998777509, 1.5461868999991566, 1.5403406999539584, 1.714323200052604, 1.4628198998980224, 1.4913926001172513, 2.347047300077975, 1.5461403999943286, 1.6247972999699414, 1.1842421998735517, 2.7032431999687105, 2.2402800999116153, 1.4461171999573708, 1.2961797001771629, 1.3979313001036644, 1.834891599835828, 2.4959462000988424, 1.7178515000268817, 3.3563273998443037, 2.3093347002286464, 3.628484500106424, 1.9577023999299854, 1.445811100071296]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949, 1.5376337999477983, 1.6477794998791069, 2.070011999923736, 1.519944699946791, 1.3893156000413, 1.364441400161013, 2.5154001000337303, 1.7698297000024468, 1.2685237999539822, 1.5461949000600725, 1.5403489000163972, 1.7143324001226574, 1.4628278000745922, 1.4913991000503302, 2.347053600009531, 1.546148099936545, 1.624806100036949, 1.184249100042507, 2.703251900151372, 2.24029009998776, 1.4461255001369864, 1.296187800122425, 1.3979350000154227, 1.8348999000154436, 2.4959544001612812, 1.7178598998580128, 3.3563355000223964, 2.3093415000475943, 3.6284900000318885, 1.957711199996993, 1.445821600034833]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.1,1000,exp,4,11,59,9,271.3766276000533,272.37659669993445,272.3593411000911,None,space,0.2800315001513809,272.3593411000911,None,272.7420152299572,None,273.0595551999286,None,400,273.0595551999286,None,273.0595551999286,None,60,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708, 1.5376269000116736, 1.647773299831897, 2.070005400106311, 1.5199335999786854, 1.3893081001006067, 1.36443360010162, 2.51539249997586, 1.7698188999202102, 1.2684984998777509, 1.5461868999991566, 1.5403406999539584, 1.714323200052604, 1.4628198998980224, 1.4913926001172513, 2.347047300077975, 1.5461403999943286, 1.6247972999699414, 1.1842421998735517, 2.7032431999687105, 2.2402800999116153, 1.4461171999573708, 1.2961797001771629, 1.3979313001036644, 1.834891599835828, 2.4959462000988424, 1.7178515000268817, 3.3563273998443037, 2.3093347002286464, 3.628484500106424, 1.9577023999299854, 1.445811100071296, 1.7080073000397533]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949, 1.5376337999477983, 1.6477794998791069, 2.070011999923736, 1.519944699946791, 1.3893156000413, 1.364441400161013, 2.5154001000337303, 1.7698297000024468, 1.2685237999539822, 1.5461949000600725, 1.5403489000163972, 1.7143324001226574, 1.4628278000745922, 1.4913991000503302, 2.347053600009531, 1.546148099936545, 1.624806100036949, 1.184249100042507, 2.703251900151372, 2.24029009998776, 1.4461255001369864, 1.296187800122425, 1.3979350000154227, 1.8348999000154436, 2.4959544001612812, 1.7178598998580128, 3.3563355000223964, 2.3093415000475943, 3.6284900000318885, 1.957711199996993, 1.445821600034833, 1.708013700088486]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.4,1000,exp,5,0,60,10,274.7739500000607,275.7904777000658,275.75620849989355,None,space,0.5536013001110405,275.75620849989355,None,276.7220517301001,None,277.0533910000231,None,700,277.0533910000231,None,277.0533910000231,None,61,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708, 1.5376269000116736, 1.647773299831897, 2.070005400106311, 1.5199335999786854, 1.3893081001006067, 1.36443360010162, 2.51539249997586, 1.7698188999202102, 1.2684984998777509, 1.5461868999991566, 1.5403406999539584, 1.714323200052604, 1.4628198998980224, 1.4913926001172513, 2.347047300077975, 1.5461403999943286, 1.6247972999699414, 1.1842421998735517, 2.7032431999687105, 2.2402800999116153, 1.4461171999573708, 1.2961797001771629, 1.3979313001036644, 1.834891599835828, 2.4959462000988424, 1.7178515000268817, 3.3563273998443037, 2.3093347002286464, 3.628484500106424, 1.9577023999299854, 1.445811100071296, 1.7080073000397533, 1.4579499000683427]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949, 1.5376337999477983, 1.6477794998791069, 2.070011999923736, 1.519944699946791, 1.3893156000413, 1.364441400161013, 2.5154001000337303, 1.7698297000024468, 1.2685237999539822, 1.5461949000600725, 1.5403489000163972, 1.7143324001226574, 1.4628278000745922, 1.4913991000503302, 2.347053600009531, 1.546148099936545, 1.624806100036949, 1.184249100042507, 2.703251900151372, 2.24029009998776, 1.4461255001369864, 1.296187800122425, 1.3979350000154227, 1.8348999000154436, 2.4959544001612812, 1.7178598998580128, 3.3563355000223964, 2.3093415000475943, 3.6284900000318885, 1.957711199996993, 1.445821600034833, 1.708013700088486, 1.4579559001140296]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
